type,pH,TDS_mgL,turbidity_NTU,BOD_mgL,COD_mgL,total_nitrogen_mgL,temperature_C,flow_m3_day,total_volume_L_day,heavy_metals,t_screening_min,t_grit_chamber_min,t_equalization_min,t_biological_reactor_min,t_mbr_min,t_activated_carbon_min,t_disinfection_min,equip_screening,equip_grit_chamber,equip_equalization,equip_biological_reactor,equip_mbr,equip_activated_carbon,equip_disinfection,capex_inr,opex_per_day_inr,cost_per_m3_inr
3,6.671298334287249,702.5778612133695,162.2421483892154,178.96754613094254,247.0643211201996,22.99380820709421,26.976282453520852,1445.9635341692128,1445963.534169213,0,1.1136720199214034,13.396915016595141,144.5357417952794,385.6874507398899,46.99452414027258,21.678116407469904,33.725259161732005,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,6126499.46084536,47532.03862400954,32.87222499101221
3,7.068402327497583,1402.5302520357027,142.28103936732953,129.7625273321228,200.74504175441808,39.20380824299238,22.46003057542189,2649.090815867827,2649090.8158678273,0,1.5851629398909082,14.235133668117268,212.11909272352003,212.62951012499002,65.70776401791079,15.45208449289655,12.520465071482333,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,9692500.631036693,70587.11285377904,26.645788219478273
3,7.821000134855789,1883.4885530603026,49.36632193539024,187.1153339635083,349.08154532871237,32.25270040207991,33.05412020355294,1905.9803116366754,1905980.3116366754,0,1.6576522108732432,14.200095348232082,205.66165810414003,391.2038189018477,78.21069200111387,23.815152654771506,14.14525048448612,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,7555479.019413577,68632.07140932373,36.0088039683836
3,8.199536674932308,969.6764654749697,101.13994546733224,104.87687685889374,549.2131724735468,18.75935847963553,36.77847874483973,2347.9201401950013,2347920.1401950014,0,1.3996562211304528,15.183031812557287,98.71404953380068,248.6446000539906,59.244351087957895,18.611980338893833,21.54769827725309,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,8747061.920922877,55664.35213363626,23.707940990281372
3,8.34215935456586,649.817581989332,171.67121367241378,108.72784292560466,682.1788604471399,28.710781843184552,30.17209470025037,7770.358352434466,7770358.352434466,0,1.7899174760885543,7.309528252716179,199.4501429862113,220.22509372614343,29.403545263389745,13.01046441295098,27.64715917836145,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,25035614.448291272,127697.45360549212,16.433920781206222
3,6.753509959436611,804.4882062620641,103.64092599562319,224.40826990222126,682.6157104186877,31.244343120617252,20.342180485763706,4450.864915372432,4450864.915372432,0,1.051882527726625,16.35904200639847,157.24288233407344,485.76200612073393,52.479076700684395,22.71717031057588,25.552029614398236,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,15200336.728695042,121172.69907243656,27.224528575093203
3,7.609474864930179,636.854513143006,104.0856043917264,101.31961034969304,440.37350096303226,26.087347767094347,34.35262040775796,3270.58538535465,3270585.38535465,1,1.5277499332135034,8.70506788865692,218.0028240507034,312.4181489047501,37.14687418471812,20.112266488220925,17.906543800696713,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,11795540.079634035,63422.40205264465,19.391758532476704
3,7.197703154303113,891.6335501090355,101.34545835749057,95.85965848774035,473.3737039728573,37.642823861013454,29.073051621993418,6002.499617334268,6002499.617334268,0,1.842115387098914,17.29541545802115,288.96884674824054,447.34379811249136,34.87334095588585,15.560611995478018,16.8543350131703,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,19893091.844911113,106785.14639000208,17.790112985867335
3,7.0234665872573085,1271.6376913084719,70.39832533977545,185.1716127813509,491.20826513587855,13.13196923145914,26.060441288977096,3240.8680170457133,3240868.017045713,0,1.0881328438103859,7.441917303129751,171.16193437111772,380.6191756440616,61.00147395717941,16.833034064000806,16.319705245354733,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,11528995.343123319,92336.82669324425,28.491387556539863
3,8.36369084652839,714.6240386491593,37.942218412314574,127.58200623409627,369.86218867426567,16.753479779780847,28.40791127659785,7508.083996208054,7508083.996208054,0,1.4151646128833535,13.82057268626879,340.0127206768226,537.0322867344538,27.955717227490663,17.20166999195723,29.147861838263584,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,24476752.350943543,136404.28787278416,18.167656081321805
3,6.606059349716844,1300.0983649548461,43.043156383775795,210.5311445681229,668.8155173634561,26.148645779820374,15.224161831260894,701.1525088547285,701152.5088547284,0,1.8473039702317084,7.867383532850569,157.00774037123202,400.01034009398984,40.401398272163675,22.59915596747054,19.738636886859947,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,3902167.2659328785,36994.30449271407,52.76213666145336
3,7.243761898418978,1601.0275249050858,104.08798263381719,213.26615536236014,458.1502655850656,14.799149950599942,26.09244560496816,7007.567488537198,7007567.488537198,0,1.9648155495868265,5.406402176170914,181.99071371314528,547.551084167946,68.34179616640927,20.81042700672474,28.547368557306406,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,22921644.262635347,201732.63299508375,28.78782592177284
3,8.25286180611544,1462.037452302902,113.97342617072567,175.6196398009002,533.1884624801462,19.71736586512462,31.735880155528314,4997.064897864639,4997064.897864639,0,1.4802251364085528,5.96688021186491,203.59366920976566,541.8442102016016,63.148615103276875,20.36343064353997,20.51390483981802,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,16895487.940851238,132951.466474655,26.605911508467347
3,7.213143007895178,1522.141781385696,24.777806389329974,227.29467620392643,638.144956121927,38.873331440498504,18.391940160742692,1099.944599013289,1099944.599013289,0,1.4011253998887594,8.33097923521634,117.20604799982809,516.9898310660737,37.277990528936506,20.347922010395294,29.107746322535792,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,5135570.731837286,49172.000557127,44.70407018793219
3,7.9415443391092655,320.8463652105175,164.07032074338997,153.81053191175192,417.89951815488394,26.870825745974706,22.003387940328945,7116.429717566365,7116429.717566365,0,1.542717227711984,9.306930972415882,258.3412030952808,533.7143885457267,51.34219593995488,13.440585346208925,24.918566405193076,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,23270988.046489574,129386.42100548916,18.181367081601135
3,8.28510465762109,640.4681458599948,88.80083124440056,201.23638188581288,569.0512979522209,23.535334800379484,30.965464415199733,5417.567338668129,5417567.338668129,0,1.6520735737354493,14.164104391439885,248.93541790670795,434.5723739733596,35.3371141303092,18.691565592963787,34.20942036695969,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,18112124.469009575,129916.41404828946,23.980581306485153
3,6.8751105926591825,552.1147851090075,12.30904759940313,224.86489156107174,694.3240788069147,17.094010323140093,21.652451184383466,1747.3031999311295,1747303.1999311296,0,1.4851084052911976,15.923950489042788,95.27674598504255,603.9565098848907,39.36183863316634,24.62607886058775,32.544978495302274,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,7111207.147044938,57568.96937392257,32.94732670105089
3,8.321500456089765,1147.9828655831238,125.82477185191854,175.3752270386746,295.15133861681585,25.04565100551732,38.165480188365564,7289.407888235143,7289407.888235143,1,1.66335587375317,11.24356188005677,129.14805469029864,274.7251355561669,65.22426300704345,24.263057192752214,23.480848858328013,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,23802772.391332183,173195.50988077954,23.75988729623859
3,7.267040786660546,1166.80784146692,167.5656004273661,206.94638830502305,232.0596492047157,16.375905466831902,36.69262041770453,4046.0235546421845,4046023.5546421846,0,1.7775224400074108,18.14025280086309,231.4054255030224,452.7690225912183,36.954245904623455,15.638376370796022,36.25991526907577,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,13998635.010925986,114354.42802962595,28.263411343322996
3,6.521014429959319,1474.550668467098,177.32430282513917,119.33939510505635,224.27009292823783,21.97740458461869,23.248967742221225,3800.3967818437145,3800396.7818437144,0,1.9420244191246865,8.64261203049293,271.31994207910884,212.77611723040982,79.95571306201508,14.64099294455926,25.490973271611644,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,13183216.23171691,91168.17213838064,23.9891193924629
3,6.506186882524773,1060.3689877208326,138.77494212733458,186.81524785375848,603.184477739841,14.602703738758287,25.030012382549227,4986.785490045892,4986785.490045892,1,1.8356591247596707,13.15571964176552,135.44458549968297,312.6273927482768,56.355806882010505,13.276511071240895,17.474282824171564,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,16912570.362702664,126612.04959259366,25.3895119100919
3,7.107834544674051,739.4360722608794,148.81520896542347,180.7143723083713,651.9818084591218,31.029321206213265,22.36139269994046,2729.0315203149944,2729031.5203149943,0,1.2425435305314552,16.838709744568064,205.54608154404832,336.44156313385906,37.003429236191394,22.568362153676453,33.87839618872443,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,9976590.097902032,72799.08157747817,26.675793605005868
3,6.669430707492695,421.15693488520105,154.24961903028375,164.26641446583847,412.5060074109588,29.00696991137839,34.00980169648335,744.8169258768097,744816.9258768097,0,1.9580670103284028,13.627241106661451,126.38134368988027,316.81924669461125,42.12753633581256,14.590317352095429,23.351766454021913,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,3977114.840990581,32367.263254702528,43.456669860985365
3,8.308668502079035,1160.510112715947,167.1468721897411,110.46277610235893,641.7588078262086,13.69574883443132,20.32153944257971,5817.86117878293,5817861.178782931,0,1.1189125616458702,7.8504879502561575,280.2175684691937,200.0895748088303,28.133255910763815,20.936859972874775,26.179597645387844,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,19207803.735943183,116198.01397317968,19.97263434145532
3,7.240869826471554,627.0378313243757,174.76397909060964,213.89971404570733,534.2598403303462,25.911520374384864,28.13169977513799,7827.921571233407,7827921.571233407,0,1.0840312480374208,7.750583595973201,264.6423418063385,533.6377258376543,47.422953111786605,23.262263491984832,19.502274677100605,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,25406616.22407811,185233.0925388512,23.663125754805556
3,7.2422539510690065,751.077617308539,80.79342875877533,125.32690197674879,617.0691614501267,14.434837833308762,20.197249494794228,5769.7873134125975,5769787.313412597,0,1.3412687572096027,19.919883859732128,304.15286074155495,273.5229986119984,28.846450749854366,16.614756692883212,22.5704100142278,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,19112623.0952895,109594.82231274509,18.994603502624457
3,7.193454141926994,1305.4383731669873,138.8547835249833,218.48620018648137,321.08413565747566,29.353334610185954,16.45240289753155,705.4916076667638,705491.6076667638,1,1.1163738584413303,19.574490483779112,110.34782779481012,441.35154787370516,50.29024672960344,16.24977880460176,13.502212480663129,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,4117469.6341993506,37511.16654955702,53.17025198019829
3,6.863661539747289,1759.0937481841809,74.3398607305118,151.4911943649206,332.2006349350934,32.23633782820575,32.559144796208756,3193.8764422075324,3193876.4422075325,0,1.3958127674596281,13.575944173768345,186.76569492852613,416.3674034210374,84.2987563029194,22.98811217760501,12.163663750103526,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,11425345.25394884,91542.36071830279,28.66183535109795
3,7.25949511430457,368.5911150846626,81.19011017507096,216.52096899872524,539.7468735942899,27.020025012440968,17.157563917062163,6528.677141315034,6528677.141315034,0,1.3026334087173128,17.056963690613646,97.38750663584156,316.90067740848986,48.85442221375258,14.028716236734068,15.589314775328619,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,21317602.727074143,150569.77842588545,23.062831132059483
3,7.503232984815496,1507.2067951621245,121.95904638584183,86.28013979862075,337.40046727769175,31.186218723574388,23.709786538611972,1714.9024700342927,1714902.4700342927,1,1.2627099157996629,21.336090423604073,66.95263053312543,363.24070754166206,79.10441814133542,17.856330865742095,15.619491898275285,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,7099356.28821094,50072.58797972291,29.19850478652679
3,7.79716667878924,502.9724947062466,104.78998877711197,124.74690178288378,637.8366804130494,35.97914466897217,34.045725172497,3129.3884189452438,3129388.4189452436,0,1.9798656581661846,11.379064924251107,171.98812314077927,254.31863211702685,24.36212580141901,19.12568388388737,11.760190117031248,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,11113499.697365344,64584.8524384503,20.63817071970201
3,7.702706187419736,493.144074561819,137.1152548451958,208.08725586368087,670.4511802491886,21.697105496531904,24.737170757870278,3317.2444032011413,3317244.4032011414,0,1.7877201847344715,7.851733022947821,134.06198625959624,259.51711991172647,29.31539544511408,22.88912046417877,34.948153831219244,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,11663180.460411642,86450.47025855297,26.060928816438203
3,8.460669149275942,415.8619861970654,86.36254728176525,228.31458942534704,452.3916469933589,20.484873348911897,34.55909258158844,6941.763100957795,6941763.100957795,0,1.517168207251864,7.426645461502355,138.1172670372645,464.9643489857168,29.09787661590857,24.74321772775376,21.749571112343506,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,22641379.049192835,166202.77171706664,23.942443627057035
3,6.862569846424877,1369.7171413168762,59.78495772973142,91.28669143234985,699.550946408259,15.527714630413545,18.28268289983231,3948.40758066813,3948407.58066813,1,1.7893311796619056,5.879117963208307,80.19528704531075,493.3027842318029,54.81799667573905,20.25188133658174,27.941832721422085,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,13859380.775980815,86525.08352741448,21.91391890519396
3,7.967981766813395,350.40846781385346,132.3167782776776,91.05841099277998,205.33588864997665,35.331978196158076,22.670083954034524,6027.826860353317,6027826.860353317,0,1.7841174681434018,16.827711715575845,329.79087304249515,338.55221092239486,50.88910950103778,19.129084679899258,21.734216465700698,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,19943096.677792914,90839.27647545116,15.06998767216195
